,Title,Topic
2853,55 inch Plasma TV,chair
2854,Antique Armoire/Secretary,chair
2855,Vintage Peruvian Rectory Book Shelves,table
2856,Walnut Bookshelf,table
2857,Rocker recliner and sofa recliner,chair
2858,Love Seat Sofa,bed
2859,Couch,chair
2860,Chest of drawers and hope chest,chair
2861,Cube shelf,bed
2862,Heavy Duty Shelving Unit,chair
2863,Tuscany 2-piece leather sofa and loveseat set,table
2864,Column post plant holder antique,chair
2865,IKEA brown loveseat sofa,bed
2866,Column post plant holder antique,chair
2867,Column post plant holder antique,chair
2868,Column post plant holder antique,chair
2869,Twin XL Casper WAVE Mattress(I DELIVER),bed
2870,Book shelf,table
2871,Wooden Roll-up Blind 23x64,table
2872,Sisal Rug w/some corner damage 5x7,chair
2873,Stool,stand
2874,3 swivel bar stools - wood and metal industrial look,table
2875,Vintage English Outdoor Patio Teak set by Lister,table
2876,Piano Stool,stand
2877,Beautiful Older China Hutch.,chair
2878,Like New Vintage Sears Silvertone 78 Record Player Am-Fm,chair
2879,Cedar Hope Chest File Cabnets and Cabnet,cabinet
2880,Home Office 2 piece set,table
2881,Corner shelving pieces,chair
2882,Cat tree,table
2883,Hanging wooden blinds x 2,table
2884,Very Nice Recliner Size XL,chair
2885,Great Set of Low Fat Vintage MCM Asian Lamps.,chair
2886,Darling Antique White Crib Converted to Window Seat Nice Cushion Linen,chair
2887,Toy Chest/Bench,chair
2888,Wooden Shelf Brackets,table
2889,3 piece set couch,chair
2890,FULL Size Sealy Performance Mattress (I DELIVER),bed
2891,Vintage Wicker Chest! ✨,chair
2892,SALE $105 Mid Century Windsor,table
2893,SALE $105 Mid Century Windsor,table
2894,X Frame Vintage Camp Stool,chair
2895,Leather sofa/reclining,chair
2896,Wool Rug,table
2897,Mirror,dresser
2898,Modular Display Cubes,bed
2899,8 Hanging Butterflies,table
2900,Vintage tea cart,table
2901,Library bookshelf 3 piece,table
2902,Twin box spring,bed
2903,Free Queen Mattress and Box Spring,bed
2904,Recliner with lift,chair
2905,Kasala white leather ottoman with storage,chair
2906,Twin Black Leathery Love Seats looking for Love,chair
2907,William Sonoma Patio furniture,bed
2908,Bauhaus Sofa,bed
2909,WOODEN SPOOL STOOLS,table
2910,Large Mirror for Sale.,chair
2911,New 3 seater sofa and loveseat,dresser
2912,African Tribesman Wood Carving,table
2913,African Tribesman Wood Carving,table
2914,**2 IKEA Henriksdal Bar Stools**,chair
2915,Grey/Green Armoire,chair
2916,2 Wall Units,table
2917,Restoration Hardware outdoor sofa frame - Majorca Luxe 102”,table
2918,Set of 6 outdoor pillows,chair
2919,Vintage Metal Vanity,stand
2920,Stool,stand
2921,Barstool set - Solid wood with swiveltop vegan leather seats,chair
2922,6 Ft. Floor Lamp,table
2923,Lighted Display Cases,dresser
2924,X Frame Vintage Camp Stool,chair
2925,Leather Recliner,chair
2926,bathroom storage/ shelving,chair
2927,Vintage toy Lincoln logs,table
2928,New Unboxed Corner Shelf,bed
2929,Pottery Barn Kids Madison Hutch,bed
2930,Bar Stools,chair
2931,Shelving Unit,table
2932,Sealy Posturepedic Camerino Cushion Firm King Mattress 4.5 years old,chair
2933,Floor Lamp,table
2934,Light blue couch,chair
2935,Custom Antler Lighting,stand
2936,Beautiful Sofa / Couch,chair
2937,Shoe organizer,chair
2938,antique oak glide rocker,table
2939,Mid century modern lamps,table
2940,Black fold down futon,bed
2941,Rock Maple Wood Tell City Plate Glass Mirror,table
2942,Farmhouse floating shelf with hooks,chair
2943,Heavy Wood Book/Decoration Shelf,desk
2944,Patio Furniture Set,chair
2945,Ashley furniture 7ft dual power reclining couch (sofa),chair
2946,QUEEN HEADBOARD AND MIRROR,chair
2947,kitchen/workstation Organizer,chair
2948,Executive office furniture,chair
2949,Wood Bookshelf,table
2950,Urban outfitters 3x5 rug / vintage / mid century / boho /,chair
2951,Vintage decorative storage trunk on legs,table
2952,4 modern style Swivel bar height stools LIKE NEW,table
2953,Swan fairy Mirror,bed
2954,Rustic wood framed mirror shabby chic wooden mirror,chair
2955,King/dbl twin xl Tempur-Pedic,table
2956,New in Box WEST ELM Matte Gray Sculptural Metal Shade,table
2957,Ikea drawer units,dresser
2958,Jenna twin innerspring mattress,chair
2959,Vintage handmade wool Persia-Kurdish rug 4x7,chair
2960,Handmade wool Afghani rug 3x5,table
2961,Ashley Leather Sofa/Loveseat,chair
2962,ANTIQUE COUNTER TOP WOOD AND GLASS DISPLAY CASE 35 x 20 x 6,table
2963,white frosted glass pendant light fixture,stand
2964,Sofa set,bed
2965,Two mirrors,chair
2966,Vintage 5 Light Point Arched Floor Lamp,chair
2967,Kaiser Solid OAK MISSION Entertainment Center/Book Shelving Unit,stand
2968,Barstools,chair
2969,Nourison 2000 wool area rug,chair
2970,IKEA Orange White Clouds SKOJIG Mushroom Cloud Lamp,chair
2971,Ceiling Fan,table
2972,Nice Bookcase,bed
2973,Ikea Bergshult Shelf & Ikea Granhult Shelf Bracket,chair
2974,Comfy couch for sale,chair
2975,Vintage Ethan Allen mid century leather recliner,chair
2976,Simmons King Pillowtop Mattress,bed
2977,Patio outdoor loveseat with brand new cushions,chair
2978,KING Size PRESITGE HYBRID (FIRM) Mattress (I DELIVER),bed
2979,Bookshelf,table
2980,Flexsteel powered leather recliner,table
2981,Metal Bar Stools,bed
2982,Fabric Female Mannequin,table
2983,Folding Sofa,table
2984,Two beautiful Ivory Loveseats,bed
2985,IKEA QUEEN MALM,bed
2986,PedicSolutions Mattress Topper FULL,bed
2987,Two couches with a free footrest very little used.,bed
2988,Estate sale Saturday 4/17,stand
2989,Wood Wall Shelf with Bar,table
2990,Wooden Barn Door,bed
2991,Kid Rug Playmat Plus 3 Ikea carpets free,bed
2992,Rustic Wooden bar stools,table
2993,2 piece power reclining sofa set,chair
2994,Wall Art  Oil / Wax On Canvas,chair
2995,Holmwood Unfinished Shelf/Wall Unit,table
2996,Mid-century Studio Couch & Lounger,chair
2997,Gorgeous handmade Soumak rug,table
2998,Telescoping Steel stool with cushion,table
2999,Times Square NYC Canvas Print,chair
3000,Cal King Size TEMPUR-breeze (HYBRID) Mattress (I DELIVER),bed
3001,SPLIT Cal KING Tempur-Pedic LuxeAdapt Firm Mattresses SET MSRP $6398(I,bed
3002,Large Loveseat neutral mossy green,table
3003,Large child’s armoire or small entertainment piece,chair
3004,King Size Sealy Posturepedic Set (I DELIVER),bed
3005,King Serta iComfort Blue Touch 100 Firm MemoryFoam Mattress(I DELIVER,bed
3006,QUEEN SIZE PUFFY LUX MATTRESS (I DELIVER),bed
3007,Heavy Wood-Framed Mirror,bed
3008,Moving Sale,table
3009,2 leather barstools fair condition,chair
3010,Mainstay 71 5 Shelf Bookcase,table
3011,Balinese Original Painting on Fabric -Beautiful Detailed Village Scene,table
3012,Ikea Cotton Carpet Like New,chair
3013,Ugly green mid-century sofa,table
3014,Used 2-seater couch,chair
3015,Large peacock picture,table
3016,Herman Miller Aeron - Size B,bed
3017,Crate and Barrel Limited Edition Silent Forest Framed Print,bed
3018,Crate and Barrel Limited Edition Seasonal Fence Framed Print,bed
3019,Natuzzi șofa-,bed
3020,Beautiful Staging Furniture for Sale Sat & Sun,stand
3021,Drawers,dresser
3022,MUJI Steel Hanger Double Bar,table
3023,CB2 Limited Edition Painting 40x40,bed
3024,Retail $130+ |Haute Chapeau Rouge I by Marco Fabiano Print on Canvas,chair
3025,Krosno Handmade Glass Oslo Vase in 8 and 11H Blue,table
3026,Furniture for kids room,bed
3027,IKEA storage shelf/picture displayer,table
3028,Centerpiece Accent Square Plate made in Portugal Blue,table
3029,Art work,chair
3030,10-Original mixed medium mosaic mannequin wall art. 1,bed
3031,Exquisite 2 vogue prints 30 x 40 Stunning!: see on line pics & pricing,chair
3032,di.sen/yo collectible tiles 2003 as a set,table
3033,QUEEN ORNATE PLATFORM,table
3034,WINE BARS!! 21 Naylor 1 of a kind RARE platters all perfect,chair
3035,Solid wood Armoire,chair
3036,Vintage Augusta Furniture Vanity,chair
3037,Leather couch,chair
3038,Wall Art,table
3039,AREA RUG TIBETAN CUSTOM DESIGNED 100% WOOL SIZE: 6x9 AREA RUGS HANDMAD,chair
3040,Original LoveSac,chair
3041,Sofa 72 wide very good condition,table
3042,AREA RUG TIBETAN CUSTOM DESIGNED 100% WOOL SIZE: 6x9 AREA RUGS HANDMAD,chair
3043,AREA RUG TIBETAN CUSTOM DESIGNED 100% WOOL SIZE: 6x9 AREA RUGS HANDMAD,chair
3044,Tractor art,chair
3045,Chaise Lounge couch,chair
3046,Its a Booth!,bed
3047,Recliner for sale,chair
3048,AREA RUG INDIAN HANDMADE 100% WOOL SIZE: 8x10 CARPETS RUGS CARPET AREA,chair
3049,Electric Recliner Couch,chair
3050,AREA RUG TIBETAN HANDMADE 100% WOOL CUSTOM DESIGNE SIZE: 8x10 AREA RUG,table
3051,Beautiful like new white King mattress,bed
3052,Wooden Box,bed
3053,CB2 Go-Cart Five Shelf Rolling Bookcase,table
3054,NEW - Alera Single-Tier Rolling Letter-Size File Cart,table
3055,Members Mark Avalon 4-Piece Deep Seating Set,chair
3056,Couch- Love Seat- Beautiful--,bed
3057,Patio-Deck Bar Cart,desk
3058,Clothing And/Or TV Armoire,chair
3059,Book Case,desk
3060,Boat Wood Console (new),table
3061,Teak P-Nut Garden Bench (new),bed
3062,Pier One Accent Pillows,chair
3063,Chest Freezer new used for 2 weeks 7 cubic feet,chair
3064,King Size Casper 2020 WAVE (HYBRID) Mattress (I DELIVER),chair
3065,Couch good shape,chair
3066,Sectional couch large 3 piece very deep Cushions,chair
3067,leather sofa set,cabinet
3068,Like New Latex/Innerspring Organic Mattress- Full/Double,table
3069,camel seat,bed
3070,3 basket drawer unit,desk
3071,Sleeper Sofa#,table
3072,King mattress,bed
3073,Solid pine drawers,dresser
3074,NEW-TWIN/TWIN & TRUNDLE & DRAWERS,bed
3075,New twin/futon frame,bed
3076,Hinkley Chandelier,chair
3077,Giant Flat Files SAFCO 53.5 x 42x 41”,table
3078,bar/kitchen stools,table
3079,1 leather loveseat 1 microfiber reclining loveseat,chair
3080,Dining Set,chair
3081,Nice Repainted Vanity,chair
3082,Tiffany Style Leaded Glass Lamp w/ sculpture man woman base,table
3083,Wood garbage holder,table
3084,Area Rug,chair
3085,Barstools Pair,chair
3086,Various Bookcases,bed
3087,Leather Recliner,chair
3088,Toy shelf for kids,bed
3089,Latex Foam Mattress Topper Twin 2 14-18ILD / D55 - Extra Soft,bed
3090,Herman miller embody,table
3091,Sofa set with leather ottomans,chair
3092,Kids toy storage shelves,table
3093,Herman miller remastered aeron,dresser
3094,Roosevelt cedar chest,chair
3095,Faux suede couch (sofa) and loveseat,bed
3096,like new navy blue couch,chair
3097,2 oak bar stools,table
3098,Asian Style Tansu Step Chest 3 Piece,stand
3099,Outdoor Bar homemade,bed
3100,Bombay Chest,chair
3101,La-Z-Boy couch with recliners,chair
3102,Sturdy Futon,bed
3103,Baby Crib,table
3104,Pottery Barn Carmine Floor Lamp with Marble Base,table
3105,Estate Sale / Beautiful Hutch Lined Drawers,bed
3106,OLD METAL TYPESETTER STOOL,table
3107,Waddell Keepsake Series 3000 Hinged Top Locking Glass Display Case,desk
3108,Crate and Barrel Camden Sofa,table
3109,Outdoor Lounge Sofa,table
3110,Bypass Barn Door Hardware,dresser
3111,John Widdicomb vintage hand painted mirror,table
3112,Pine Armoire,chair
3113,BLACK LEATHER LOVE SEAT SOFA,table
3114,Thomasville Dinning Room Set - SOLID WOOD + GLASS TOP,table
3115,Couch,chair
3116,Maple Hutch - China,chair
3117,Pair Hollywood Regency Traditional Silk Shaded Lamps,table
3118,Cream leather couch,chair
3119,*** THREE BOOKCASES / BOOK SHELVES / GARAGE SHELVES ***,bed
3120,Victorian Era Marble Console,table
3121,Mid Century Modern Furniture Shop OPEN Th/Fr/Sa/Su 11am-6pm,table
3122,Drexel Heritage Dining Set,chair
3123,Oak Bench,bed
3124,Gertminian Shag Rug,chair
3125,Lead Crystal Vase,bed
3126,German Style Shrunk / Armoire,chair
3127,Pottery Barn Calais leather counter stools (2),chair
3128,Lamp,table
3129,New 7 Pieces Outdoor Patio Sectional Sofa Set - All Weather,chair
3130,IKEA Crib and Mattress,dresser
3131,Footstool,table
3132,Old butcher block,table
3133,Chaise and ottoman,chair
3134,Billy Bookcase Ikea - Black/brown,bed
3135,Full size Vibe memory foam mattress,bed
3136,BEAUTYREST PILLOWTOP MATTRESS TWIN XL W/ BOX SPRING & METAL FRAME,bed
3137,Drop Leaf Server Buffet Counter top cupboard drawers,chair
3138,West Elm Sectional with Storage - Dark Blue - Reversible,table
3139,Folke Ohlsson For DUX of Sweden Danish Teak Mid-Century Modern Credenz,table
3140,Edward Valentinsen Danish Teak Mid-Century Modern Extendable Dining T,table
3141,BEAUTIFUL ULTRA SOFT SOFA,bed
3142,QUEEN Mattress and box spring Pick Up Asap,bed
3143,Modern Furnitures for sale ( By appointments only ),bed
3144,Nice Brown Microfiber Fabric Futon Sofa With Storage,bed
3145,ITALSOFA by NATUZZI,table
3146,COASTAL BLUE LEATHER SOFA,table
3147,MODERN LEATHER SLATE GREY SOFA,table
3148,BEAUTIFUL LEATHER COUCH AND RECLINER,chair
3149,Four Wood Bar Stools,bed
3150,TV COUNCIL,chair
3151,Micro Suede Couch,chair
3152,Couch Leather,chair
3153,IKEA BESTA BURS TV unit / media console,bed
3154,White Floor Mirror,table
3155,36 Tall Versatile Media TV Printer Console Book Shelf Unit Glass Wood,table
3156,room lamp,table
3157,Perfect Customised outdoor Cushions with perfect Sunbrella fabric.,chair
3158,Rug Pottery barn wool rug Bryson Persian-Style Hand Tufted Wool Rug,table
3159,Sofa Couch,chair
3160,Home Bar,bed
3161,King Size Sweda KALMAR LATEX Mattress(I DELIVER),bed
3162,Split King Tempur ProAdapt 13” Medium Mattress Set (I DELIVER),bed
3163,Cal King Aireloom Collection VITAGENIC Mattress(I DELIVER),chair
3164,Bookshelf Ikea Billy Line Brown 6 Shelves Delivery,table
3165,Ottoman,bed
3166,Yellow Area Rug,chair
3167,Macy’s Radley 5-Piece Fabric Chaise Sectional Sofa,chair
3168,Mattress - Twin,bed
3169,Heavy Solid Wood Book Shelves,bed
3170,White leather couch,chair
3171,ROLLING CART,chair
3172,Snowboard bench,bed
3173,Just reduced! Sectional,bed
3174,OTTOMAN,table
3175,Vintage Bookshelf Bookcase by Sligh Furniture Book Shelf,table
3176,LEESA original memory foam mattress (Twin),bed
3177,corner cainet,cabinet
3178,CLOSETMAID CUBEICALS,chair
3179,Bar stool,table
3180,Mid Century Modern Furniture Shop OPEN Th/Fr/Sa/Su 11am-6pm,table
3181,Recliner - Power Lift,chair
3182,Hollywood Regency Pouf Ottoman Foot Rest by Precedent,table
3183,MUST SEE ONE OF A KIND CARVED BOOKCASE,bed
3184,Microfiber Couch Set,chair
3185,Chevron shag area rug,chair
3186,Red Retro Bar Stools,bed
3187,Free Used Couch,chair
3188,Kitchen Pantry,chair
3189,RARE DEAL Queen Size Casper Nova Hybrid Mattress (I DELIVER),bed
3190,King Size Chattam & Wells Luxury Firm Mattress (I DELIVER),bed
3191,***Chandelier - Antique Silver Pendant Style Chandelier***,chair
3192,Vintage Ekornes large leather recliner looks great feels great!,cabinet
3193,Office/Study Lamps/Set of Two,table
3194,Tiffany Style Leaded Glass Lamp,table
3195,Bombay Chest Cherry and Dark Green Marble top,table
3196,Reduced 4 Matching Fine Area Rugs,chair
3197,Sofa Couch,chair
3198,pottery barn kids bookshelf,bed
3199,Metal Keyboard Tray,table
3200,Mid Century King Size Headboard - Must Sell !!,bed
3201,Metal Keyboard Tray,table
3202,2 bar stools,table
3203,Mid Century Modern Cordenza - Must Sell !!,table
3204,Sectional with recliner - estate,chair
3205,Unique Hummingbird Lamp,table
3206,Green Octagonal Mirror,table
3207,TV shelf,stand
3208,Room & Board Metro Sectional Sofa with Reversible Chaise,chair
3209,Couch,chair
3210,antique oak sewing rocker,table
3211,CHINA HUTCH,chair
3212,Vitra Cork Stool by Design Within Reach (DWR),desk
3213,Soaring Heart Shikibuton,chair
3214,New cedar adirondack specials!,bed
3215,Various lamps,table
3216,Leather loveseat couch,chair
3217,Bakers Rack,chair
3218,King Size Beautyrest Pressure Smart Lux Pillow Top Mattress(I DELIVER),bed
3219,Teak Serving Cart on Casters,chair
3220,Couch with Pillows Cream Color,chair
3221,Vintage Handpainted Glass Lamp,table
3222,Couch with Pillows Cream Color,chair
3223,Tall Bookshelf 4 Adj Shelves,table
3224,Restoration Hardware Sectional,chair
3225,Retail Display Cases,cabinet
3226,Ethan Allen Sofa,table
3227,Cacti Box of 4 Live Rooted,bed
3228,Glass Topped Mid-Century Buffet,table
3229,19-Original mixed medium mosaic mannequin wall art,bed
3230,Dark Stained Antique Buffet,stand
3231,Tuft & Needle Original King Size Mattress,bed
3232,2 Brushed Chrome retro lamps,chair
3233,Leather Couch Ethan Allen,chair
3234,Rug For Sale,chair
3235,Solid Alder Steamer Trunk,chair
3236,King platform with headboard,bed
3237,Audio/Video Console,table
3238,Oak Dining Set 1996 Vintage,chair
3239,Chest,chair
3240,Floor Lamp,table
3241,Sealy Queen Size - HOME STAGING MATTRESS!!,bed
3242,Decorative Mirror,table
3243,Wicker Bench.,chair
3244,New unopened wood wall shelf,bed
3245,Beautiful Leather Couch,chair
3246,IKEA Small Couch,chair
3247,Area Rug,chair
3248,New Sofa,bed
3249,pedestal sink,bed
3250,Granite Vanity & Sink-Brand New!,table
3251,Shag Carpet,chair
3252,Microfiber couch - great shape,chair
3253,Dry Bar 1953 Philco Radio,chair
3254,Leather Couch,chair
3255,Nice Teak Bench yard garden,bed
3256,Big Mirror,table
3257,Queen Size TEMPUR‐Contour Supreme FIRM Mattress (I DELIVER),bed
3258,Futon,bed
3259,Mid-Century Modern Sofa with Tufted back gray,table
3260,Queen Size Spring Air Mattress Set (I DELIVER),bed
3261,Bob Mackie Home Classics Cameo Credenza new $3400,chair
3262,New Ikea High Quality Stockholm Flatweave Wool Rug,table
3263,Like New Ruggable Bloom Rug 9’ x 12’,table
3264,Chest of drawers,chair
3265,Leather sofa / couch,chair
3266,Leather sectional,chair
3267,oak china hutch,chair
3268,Wood swivel barstools,chair
3269,Rustic cedar chest,chair
3270,Oak pedestal,desk
3271,Hand Painted Screen,bed
3272,Custom made Live Edge slabs!,table
3273,Pink Ottoman,bed
3274,Log basket for firewood and fireplace brand new,bed
3275,Formal China Hutch,chair
3276,Great Loveseat,cabinet
3277,Navy Blue Leather Ottoman,chair
3278,Stickley pushback recliner,chair
3279,Entertainment center,cabinet
3280,Green Velvet X Bench,bed
3281,Interesting vintage recliner with controls,chair
3282,FULL Size Sealy Performance Mattress (I DELIVER),bed
3283,Beautiful Ethan Allen Dining Set,table
3284,TWO KING Size Casper WAVE (HYBRID) Mattresses (I DELIVER),bed
3285,Hand Tooled Leather Stool,table
3286,Free Lamp,table
3287,Glass Shelf Floor Lamp Silver and white - Threshold,chair
3288,Navy Blue Sectional Sofa 9 Ft. x 5 Ft.,bed
3289,French Louis XV Baroque Style 2 Drawer Chest,chair
3290,Love seat,bed
3291,Home Decor,desk
3292,Matching Picture Frames,chair
3293,4 matching modern bar stools,chair
3294,SALE $105 Mid Century Windsor,table
3295,SALE $105 Mid Century Windsor,table
3296,Summer Welcome Sign,table
3297,SALE $105 Mid Century Windsor,table
3298,Decorated Wall Mirror,bed
3299,SALE $105 Mid Century Windsor,table
3300,SALE $105 Mid Century Windsor,table
3301,RugsWool Handmade Kilim rug ........5X8,bed
3302,RugsWool Handmade Kilim rug ........5X8,bed
3303,RUG RUGS.... Gabeh design 5X8,bed
3304,Sectional Sleeper Sofa,table
3305,RUGsFine Kazakistan Rug wool handmade 3X5,table
3306,Brand New Comfort Care King Size Mattress,bed
3307,queen size mattress and box spring,bed
3308,Grey Leather Futon Couch // free delivery,chair
3309,RUG RUGS.... Prince Bokara design 5X8,bed
3310,RUGS WOOL Handcrafted Stripe Design Rug,desk
3311,RUGS.... Room Size area Rug Handmade from Turkmenstan 100% Pure wool,bed
3312,AREA RUGs....Unique Pictorial Tribal Rug,table
3313,Vintage industrial metal stool,stand
3314,TWIN XL Pharaoh( Rest Relax) FIRM Mattress (I DELIVER),chair
3315,Ekornes Stressless Reno Leather Recliner,dresser
3316,MCM Credenza / Bar! ✨🍸,bed
3317,Wall Light - white,table
3318,Fluted Glass Hanging Light,table
3319,Vintage Mid Century Modern Credenza & 2 Shelf units,chair
3320,Sofa 6 seats,chair
3321,Book Shelf,table
3322,Mirror,dresser
3323,Vizio HDTV 37,stand
3324,Dark Brown Swivel Bar Stool - Almost New,bed
3325,Exotic Real Authentic Cowhide Rugs,table
3326,IKEA sofa 3 months old,chair
3327,Wood Twin over twin bunk bad with mattresses,bed
3328,CD/DVD Wood Media Shelf Unit,bed
3329,Mid-Century Modern Credenza/Buffet/Sideboard,table
3330,Beautiful double lily lamp 19”,table
3331,CD/DVD Media Storage Tower,bed
3332,Large J.A. Olson mirror,table
3333,Beautiful small vintage mirror,table
3334,New Ameriwood 5 Shelf Bookcase,bed
3335,King size mattress and queen size box,bed
3336,Farmhouse balance scale-decorative,table
3337,Pillar Candle Holders (both),chair
3338,wall decor-GATHER 40 inches,chair
3339,Bar Stools (for 2),chair
3340,Wooden Stools (2),table
3341,Red metal laundry basket,bed
3342,large metal clock 30 inch diameter,chair
3343,Unique wooden church pew,chair
3344,Solid Wood Back Swivel Bar Stool,bed
3345,Stiffel Brushed Pinapple Trophy Lamp,table
3346,Bar stools (4) black on black,table
3347,Puffy Lux full,table
3348,Vintage Stiffel Ceramic/Brass Torchiere Lamp,chair
3349,60” x 80” 5-Panel Shaker White Pre Painted Double Door - NO FRAME,table
3350,Estate Sale - Furniture & Misc,bed
3351,Mid Century Modern teak room divider,table
3352,Mid century modern vanity,chair
3353,Magnetic Whiteboard 4x4 Institutional Quality,table
3354,Fireplace Mantel,table
3355,Mid century modern bar cart,chair
3356,Lighted Hutch 2pc Glass Doors,chair
3357,Broyhill Brasilia Buffet Credenza / Room Divider,bed
3358,BEAUTIFUL SOFA SET,bed
3359,Enormous Vintage Italian Temple Jar Lamp,table
3360,GORGEOUS SOFA SET,bed
3361,Vintage Floor Lamp,table
3362,13” grey fabric storage cubes,chair
3363,Rattan Wicker Boho Chest,chair
3364,Hand Made Mexican Rawhide Lamp Shades,table
3365,Dining Set Teakwood,table
3366,Article Bios Media Unit Entertainment Center,table
3367,Queen Size Mattress and Box Spring *Clean*Delivery*,bed
3368,Apt2b Buckley Bar Stool Grey,table
3369,Article Bios Media Unit Entertainment Center,table
3370,Butterfly Mirror Solid Maple,table
3371,Antique oak tall mirror,table
3372,3 vintage aluminum trunks,table
3373,Twin size mattress,bed
3374,Queen Size Mattress and Box Spring *Clean*Delivery Available*,bed
3375,Pair Rectangular Fabric Lamp Shades,chair
3376,Set of 4 industrial style stools,stand
3377,Vintage stacking metal lawyers / barristers bookcase,chair
3378,Custom Wood Slab Furniture,bed
3379,Pink Kids Recliner,chair
3380,Restoration Hardware / Ben Solemiani ASHRA 9x12 Wool Rug,table
3381,Little lamp,table
3382,WOW piece: Bone Inlay inlaid Console Credenza,table
3383,Bookshelf,table
3384,Solid Oak Bar Stools,bed
3385,Solid Wood Armoire Media Center,chair
3386,FRAMED WALL MIRRORS,chair
3387,Ceramic 3 Piece Seashell Art,chair
3388,Cube Storage,bed
3389,Living Room Set,chair
3390,LAMP ECLECTIC,table
3391,Beautiful Red Pouf / ottoman,bed
3392,Antique door needs refinishing,table
3393,Couch with Ottoman,chair
3394,Large entertainment/display unit,table
3395,Maple Antique Womens Sewing Nursing Rocker Sturdy Excellent Condition,chair
3396,Headboard for sale,bed
3397,Modern Designer Pivot Sectional White,desk
3398,Solid Wood chest of drawers,chair
3399,Couches Closets Shelves Oh My - Moving Sale,chair
3400,Step2 Bookcase Storage Bin and Toy Box Organizer,bed
3401,Humidor,table
3402,Brand new - nuLOOM Opal Diamond Rug 7’10” x 10’10”,table
3403,Red microfiber couch,chair
3404,Vintage Le Corbusier Black Leather Sofa,chair
3405,Couch,chair
3406,Bar stools,table
3407,Antique door with floor length mirror,chair
3408,Elegant Wooden Trim Leather Sofa,table
3409,Ten (10) 72.01 Bronze-Toned Track Shelving Uprights,table
3410,One of a Kind Steamer Trunk,table
3411,Floor Lamp,table
3412,Entertainment TV Center,stand
3413,Bar Stools,chair
3414,restoration hardware 6x 28 barstools,chair
3415,Crib plus conversion kit - Crate and Barrel / Land of Nod,chair
3416,2 Ottomans $275 and $175,table
3417,Gorgeous Headboard/Valance,bed
3418,Four Wood Bar Stools,bed
3419,Welsh Oak Buffet and Hutch,chair
3420,Two Big Gorgeous Pillows,table
3421,Ethan Allen entertainment unit with two book cases,table
3422,couch - sofa / free delivery,chair
3423,Old Wood Stool,table
3424,Alessi Blow Up Magazine Holder,table
3425,Modern Wine Rack,table
3426,Sectional couch with delivery,chair
3427,Sectional couch with delivery,chair
3428,Hooker Furniture Sanctuary Bistro Set,bed
3429,Electric Reclining Loveseat/Couch,chair
3430,Herman Miller Mira2,chair
3431,couch / free delivery,chair
3432,couch set with delivery,chair
3433,mirror large,chair
3434,Wood Bar Stools,bed
3435,LIGHTED GLASS DISPLAY CASE,table
3436,NICE ENTERTAINMENT CENTER,table
3437,BBQ,bed
3438,Large Curtis Jere wall art,chair
3439,couch,chair
3440,Mid Century Metal Wall Art,table
3441,Moving sale/Purple Hybrid Mattress,bed
3442,Mid Century Drexel Declaration Headboard,dresser
3443,Small space furniture and things,table
3444,Mid Century Style Wall Art,table
3445,9x12 wool rug like new,table
3446,Wall Unit/Shrunk - solid wood,chair
3447,modern 4-shelf wall shelves,chair
3448,Vintage handmade wool Persia tribal rug 5x65,table
3449,Sectional couch with delivery (Macys),chair
3450,OLD TRUNK TRAVEL or STORAGE?,table
3451,Vintage handmade wool Persia tribal rug 47x97,table
3452,DWR Random Light Sphere Pendant Light (Black),chair
3453,Swig White Mini Bar from CB2,bed
3454,antiques collectibles and more,table
3455,Vintage Camel Saddle Ottoman 2 Bohemian Leather Wood Ottomans $365 Eac,table
3456,Antique Vintage Arts and Craft Style Love Seat Couch,chair
3457,antiques collectibles and more,table
3458,Oak electric fireplace for sale,table
3459,QUALITY AND VALUE,bed
3460,gifts and collections,table
3461,Shelving unit,table
3462,QUALITY AND VALUE,bed
3463,Tiffany Style glass lamps and more,table
3464,Something for everyone!,cabinet
3465,Gifts for everyone!,table
3466,Dreamfoam Sojourn 12 Gel Memory Foam Twin Mattress,bed
3467,5x7 blue & gold wall frames,bed
3468,Ikea Friheten Sleeper Sofa,bed
3469,Lamp 30” Tall,table
3470,Vintage Moroccan Stool Bohemian Wicker and Leather Ottoman Footstool,chair
3471,***Free Couch/love seat***,chair
3472,QUALITY AND VALUE,bed
3473,Hutch,chair
3474,Something for everyone!,cabinet
3475,Metal Dog Crate Double Floor Collapsible - Large (42x28x30 Inches),table
3476,Vintage Cedar Chest / Telephone Bench,chair
3477,Vintage Henredon Dining Set,chair
3478,buffet/media console,table
3479,Vintage Five Drawer Oak Chest of Drawers,dresser
3480,antiques collectibles and more,table
3481,Gentleman’s Chest,chair
3482,Buffet with Upper Bakers Rack / Bar,chair
3483,antiques collectibles and more,table
3484,Antique Armoire with Mirrored Door and Burled Front Panels,bed
3485,Vintage Server,chair
3486,Antique Marble Topped Vanity,table
3487,Two Piece Bassett Furniture Lighted Hutch,bed
3488,Modern Barristers (Lawyers) Bookcase,chair
3489,Recliner,chair
3490,Large Lighted Display Case,table
3491,Henredon Furniture Bar / Sideboard,bed
3492,Very Nice Buffet,table
3493,antiques collectibles and more,table
3494,Fireplace Set,chair
3495,Jane Silver Gray Rug (8 X 10) - $895 - Santa Monica,chair
